sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-2645-M-K-G6-1200-P5-1	IGHV4-59	14	1.95	IGKV3-20	9	0.07	0.05	0	0
M-5143-M-K-G6-1200-P5-1	IGHV4-59	14	2.3	IGKV3-20	9	0.05	0.04	0	0
M-3224-M-K-G6-1200-P5-1	IGHV4-59	14	3.1	IGKV1-39	9	0.0	0.0	0	0
M-5935-M-L-G6-1200-P5-1	IGHV4-59	14	3.1	IGLV6-57	9	0.07	0.04	0	0
M-6485-M-L-G6-1200-P5-1	IGHV4-59	14	2.3	IGLV2-14	10	0.05	0.04	0	0
M-7510-M-L-G6-1200-P5-1	IGHV4-59	14	2.75	IGLV2-14	10	0.0	0.0	0	0
M-845-D-K-G6-1200-P5-1	IGHV4-59	14	3.4	IGKV2-24	9	0.2	0.17	0	0
M-7301-M-L-G6-1200-P5-1	IGHV4-59	14	2.3	IGLV1-44	12	0.01	0.01	0	0
M-7481-A1-L-G6-1200-P5-1	IGHV4-59	14	3.15	IGLV1-40	12	0.15	0.11	0	0
M-3089-M-L-G6-1200-P5-1	IGHV4-59	14	1.5499999999999998	IGLV2-14	10	0.1	0.09	0	0
M-8085-D-K-G6-1200-P5-1	IGHV3-66	14	3.15	IGKV1-39	9	0.05	0.05	0	0
M-8169-M-K-G6-1200-P5-1	IGHV4-59	14	3.3000000000000003	IGKV4-1	9	0.0	0.0	0	0
M-756-M-L-G6-1200-P5-1	IGHV4-59	14	2.95	IGLV1-44	12	0.02	0.02	0	0
M-7314-A1-K-G6-1200-P5-1	IGHV4-59	14	2.45	IGKV1-12	9	0.03	0.04	0	0
M-1191-M-K-G6-1200-P5-1	IGHV4-59	14	2.35	IGKV1-5	9	0.01	0.01	0	0
M-8138-M-L-G6-1200-P5-1	IGHV4-59	14	1.75	IGLV3-21	11	0.0	0.0	0	0
M-2888-M-K-G6-1200-P5-1	IGHV4-59	14	4.1	IGKV3-20	9	0.0	0.0	0	0
M-1208-M-K-G6-1200-P5-1	IGHV4-59	14	2.0	IGKV4-1	9	0.08	0.06	0	0
M-3144-M-L-G6-1200-P5-1	IGHV4-59	14	2.55	IGLV3-25	11	0.0	0.0	0	0
M-3620-M-L-G6-1200-P5-1	IGHV4-59	14	2.95	IGLV1-44	12	0.12	0.07	0	0
M-5169-A2-L-G6-1200-P5-1	IGHV4-39	14	0.9	IGLV3-1	9	0.0	0.0	0	0
M-3383-M-L-G6-1200-P5-1	IGHV4-59	14	3.5000000000000004	IGLV3-21	11	0.0	0.0	0	0
M-754-M-L-G6-1200-P5-1	IGHV4-59	14	2.8000000000000003	IGLV3-1	9	0.0	0.0	0	0
M-893-M-K-G6-1200-P5-1	IGHV4-59	14	1.95	IGKV3-15	9	0.0	0.0	0	0
M-5476-D-L-G6-1200-P5-1	IGHV4-59	14	2.3	IGLV3-19	10	0.0	0.0	0	0
M-942-M-K-G6-1200-P5-1	IGHV2-5	13	3.15	IGKV4-1	9	0.0	0.0	0	0
M-3055-M-L-G6-1200-P5-1	IGHV2-5	13	2.0	IGLV2-14	10	0.0	0.0	0	0
M-247-G1-L-G6-1200-P5-1	IGHV2-5	13	2.8	IGLV3-21	11	0.06	0.05	0	0
M-4592-M-L-G6-1200-P5-1	IGHV2-5	13	1.7	IGLV4-69	9	0.0	0.0	0	0
M-3188-A1-K-G6-1200-P5-1	IGHV2-5	13	1.8	IGKV3-20	10	0.02	0.01	0	0
M-3876-M-L-G6-1200-P5-1	IGHV2-5	13	2.4	IGLV3-25	11	0.0	0.0	0	0
M-6149-M-L-G6-1200-P5-1	IGHV4-39	14	0.9	IGLV3-1	10	0.08	0.04	0	0
M-4473-M-L-G6-1200-P5-1	IGHV2-5	13	2.0	IGLV3-25	9	0.0	0.0	0	0
M-4966-M-L-G6-1200-P5-1	IGHV2-5	13	1.65	IGLV7-46	9	0.0	0.0	0	0
M-8067-M-L-G6-1200-P5-1	IGHV2-5	13	1.25	IGLV1-47	9	0.0	0.0	0	0
M-6955-M-L-G6-1200-P5-1	IGHV2-5	13	2.7	IGLV1-44	11	0.07	0.05	0	0
M-1744-M-K-G6-1200-P5-1	IGHV3-15	13	1.75	IGKV3-11	11	0.0	0.0	0	0
M-8179-M-K-G6-1200-P5-1	IGHV3-15	13	2.2	IGKV4-1	9	0.03	0.02	0	0
M-4576-M-L-G6-1200-P5-1	IGHV3-15	13	1.05	IGLV6-57	10	0.0	0.0	0	0
M-797-M-L-G6-1200-P5-1	IGHV3-15	13	3.55	IGLV2-23	10	0.1	0.09	0	0
